-2.000000,0.000000,-0.000000, -0.000000,-0.000000,1.000000, 0.000000,1.000000,
2.000000,0.000000,-0.000000, -0.000000,-0.000000,1.000000, 1.000000,1.000000,
2.000000,2.000000,0.000000, -0.000000,-0.000000,1.000000, 1.000000,0.000000,
-2.000000,0.000000,-0.000000, -0.000000,-0.000000,1.000000, 0.000000,1.000000,
2.000000,2.000000,0.000000, -0.000000,-0.000000,1.000000, 1.000000,0.000000,
-2.000000,2.000000,0.000000, -0.000000,-0.000000,1.000000, 0.000000,0.000000,
0.000000,0.000000,2.000000, -1.000000,-0.000000,-0.000000, 0.000000,1.000000,
0.000000,2.000000,2.000000, -1.000000,-0.000000,-0.000000, 0.000000,0.000000,
-0.000000,2.000000,-2.000000, -1.000000,-0.000000,-0.000000, 1.000000,0.000000,
0.000000,0.000000,2.000000, -1.000000,-0.000000,-0.000000, 0.000000,1.000000,
-0.000000,2.000000,-2.000000, -1.000000,-0.000000,-0.000000, 1.000000,0.000000,
-0.000000,0.000000,-2.000000, -1.000000,-0.000000,-0.000000, 1.000000,1.000000,
0.010000,0.000000,1.990000, 1.000000,-0.000000,-0.000000, 0.000000,1.000000,
0.010000,0.000000,-2.010000, 1.000000,-0.000000,-0.000000, 1.000000,1.000000,
0.010000,2.000000,-2.010000, 1.000000,-0.000000,-0.000000, 1.000000,0.000000,
0.010000,0.000000,1.990000, 1.000000,-0.000000,-0.000000, 0.000000,1.000000,
0.010000,2.000000,-2.010000, 1.000000,-0.000000,-0.000000, 1.000000,0.000000,
0.010000,2.000000,1.990000, 1.000000,-0.000000,-0.000000, 0.000000,0.000000,
-1.990000,0.000000,-0.010000, -0.000000,-0.000000,-1.000000, 0.000000,1.000000,
-1.990000,2.000000,-0.010000, -0.000000,-0.000000,-1.000000, 0.000000,0.000000,
2.010000,2.000000,-0.010000, -0.000000,-0.000000,-1.000000, 1.000000,0.000000,
-1.990000,0.000000,-0.010000, -0.000000,-0.000000,-1.000000, 0.000000,1.000000,
2.010000,2.000000,-0.010000, -0.000000,-0.000000,-1.000000, 1.000000,0.000000,
2.010000,0.000000,-0.010000, -0.000000,-0.000000,-1.000000, 1.000000,1.000000,
